1.088641677936813039e+03,1.106060194084696996e+05,1.784730330890207646e-04,1.201518623887781488e-08,3.811293248892132376e-08,2.102329202845918954e-01,1.765485965056016872e-07,6.584742437608067170e-03,3.946321856130848103e-05,7.269167275191811060e-05,9.843113847947399123e-22,1.584276928589398855e-16,4.692729176512998832e-11,6.772206810894183186e-12,1.531835183195088683e-05,4.966435141059933472e-02,4.194462847986911956e-03,1.142790896751161907e-04,1.399450868240530040e-08,2.650645627060984385e-03,2.892121195543359833e-10,2.391345277952012625e-07,1.144238208555401821e-04,3.075260369744028573e-15,4.663881431589133034e-07,2.659708658823149295e-10,3.679235106748464661e-04,1.217746399045476798e-07,1.081797036409517338e-03,4.287368105351059989e-11,1.321990430515592616e-05,8.393953805440584151e-11,2.051874718258708420e-19,4.580693338729951993e-17,5.131379546561371982e-18,6.188742033110006010e-17,1.975219989320140995e-13,5.438999954751841790e-14,1.389161488055694988e-13,1.386003287395909851e-09,1.021251214532686597e-16,4.465518587979456664e-24,1.107887060207307597e-15,9.155391399789762905e-21,4.135246373180677642e-18,1.121384732948964888e-18,4.276159871463041705e-20,7.855474532429203874e-17,8.248065260405035343e-19,7.246720954485791344e-01,0.000000000000000000e+00,3.287357585984113943e-10,2.054504941131493405e-06,7.324904109673973497e-09,6.005611762803417303e-08
1.177533598763563987e+03,1.201058396297848521e+05,4.039382138229723565e-04,7.436654390678152974e-08,2.524355465343722735e-07,2.003148202528210742e-01,1.196622320410215491e-06,1.326388171777072647e-02,1.044335906670080020e-04,1.211252344139797263e-04,8.166617525246218755e-19,2.065471955376205219e-14,9.476126692290987932e-10,1.311085178924012354e-10,4.701390622356598826e-05,4.477630652043132486e-02,9.500711252549415634e-03,3.994189576058783451e-04,1.341124044437825970e-07,3.725650222434290226e-03,3.228341113370440694e-09,1.098898456217450177e-06,2.046033648698803277e-04,2.117174127854085137e-13,2.398750676185084772e-06,5.830186198669991734e-09,9.172676448079633560e-04,1.092961144056036558e-06,1.466189784659893604e-03,1.638006927226344071e-09,6.547240271477522281e-05,9.981723070917579011e-10,4.059597696099493507e-17,1.967531632257155823e-15,2.548130141946621989e-16,1.994274001432047631e-15,1.623171510187171608e-12,8.505878778051515124e-13,9.700086603799587678e-13,3.060089023134371911e-09,3.872642776725570955e-15,2.814515972053049288e-21,6.069012893891432244e-14,2.544387441104950648e-18,4.646130370846568602e-16,1.006284085384576405e-16,5.245345391246447174e-18,1.505890859199639026e-15,2.037709252972337968e-17,7.246720943809973337e-01,0.000000000000000000e+00,2.131646557729092008e-09,1.002870760694688126e-05,6.794088145837502053e-08,7.097886292046202982e-07
1.265238815603770945e+03,1.296029639701952983e+05,6.439201244473444392e-04,2.316825156267120660e-07,8.633982793960619846e-07,1.905355217859336370e-01,3.847893600358837577e-06,1.995458815859897997e-02,1.675186848431446684e-04,1.041454542764324974e-04,5.939352287970265028e-17,4.669070115147262788e-13,6.569371544637903535e-09,8.694821402443278529e-10,1.032064345464015214e-04,4.013088968600087014e-02,1.508085098958281307e-02,8.425684930498643106e-04,5.229713153507489677e-07,4.119050136873456981e-03,1.473541156382783661e-08,2.399694088974445995e-06,2.622649043358546905e-04,3.674301416863091583e-12,7.285589029725853109e-06,4.187880889930636038e-08,1.509984389122388197e-03,3.748909215411441895e-06,1.659676705912775836e-03,1.565793228960054661e-08,1.687984607080006991e-04,5.383342300577927987e-09,1.356656286361963539e-15,2.236822253812353811e-14,3.225271769669853550e-15,1.981092290371481931e-14,6.450531237418182919e-12,5.499341200163947922e-12,3.250177031179562313e-12,5.867145034419645801e-09,3.936861401810104834e-14,2.239326104120165086e-19,9.393770645122469983e-13,1.025669380467885135e-16,9.083904136544142365e-15,1.960760640704386739e-15,1.459268744541631606e-16,1.355075320500012835e-14,4.107193282805637835e-16,7.246720925862809581e-01,0.000000000000000000e+00,8.540187109228335411e-09,2.271283319407167462e-05,2.241423648370461044e-07,2.986369721081277966e-06
1.353971425657828377e+03,1.393279903380523901e+05,9.014985740921699960e-04,5.800326375379912526e-07,2.339739199868931944e-06,1.805790917064550860e-01,9.475201929029405641e-06,2.680320892120287291e-02,2.205371395244492649e-04,6.992280398522768953e-05,1.916226026834451765e-15,5.797750908837468542e-12,3.101581813584672667e-08,3.921451993106208279e-09,1.991767053979590302e-04,3.548955669814805175e-02,2.090011927408435069e-02,1.459253550355323363e-03,1.439965062145137908e-06,4.109632077465857729e-03,4.793633629361646811e-08,4.039561551226179195e-06,2.886785062203876058e-04,3.877899961143685605e-11,1.896530782512672908e-05,1.975631661316771217e-07,2.126476965832068376e-03,8.793048888492480860e-06,1.752435043650138729e-03,9.070664728844232273e-08,3.378472326441138321e-04,2.187086471138111119e-08,2.362809123438457796e-14,1.573143298410279210e-13,2.450289027414648170e-14,1.244044667210715469e-13,2.006052703540350817e-11,2.691904477933971372e-11,8.331284633880345558e-12,1.067499265329835600e-08,2.472875745919324906e-13,8.233769809502032986e-18,9.039316747038031058e-12,2.071682406331125205e-15,9.679020720076775488e-14,2.197378758429634129e-14,2.237031425883292412e-15,9.705739002511682159e-14,6.087062110187720069e-15,7.246720894967916271e-01,0.000000000000000000e+00,2.634101063848811585e-08,3.557331628139029210e-05,5.333714465721053444e-07,8.305619220314966228e-06
1.442984662057555852e+03,1.492062451943316264e+05,1.174475479613302110e-03,1.341788948447687348e-06,5.689687178914670007e-06,1.704674643088984476e-01,2.091584604917579851e-05,3.374251575283088167e-02,2.611361134020722123e-04,4.320888842996814684e-05,4.494716983538383710e-14,5.639247780452107275e-11,1.237390866105483246e-07,1.496583696238761196e-08,3.581986908675638967e-04,3.085047825320284820e-02,2.685411829418322613e-02,2.248833297787218490e-03,3.310303905807117333e-06,3.824322208829386300e-03,1.318703669401826757e-07,6.048007468172546472e-06,2.862412677869431861e-04,3.178226955072126816e-10,4.590967445149712363e-05,7.482525044719843052e-07,2.722960985568716446e-03,1.704968589159186360e-05,1.748536728917201742e-03,4.116461342995910159e-07,5.814225856690697237e-04,7.586014508773333232e-08,3.042099769361398251e-13,8.661083404203745636e-13,1.413482301183003850e-13,5.919676058683940603e-13,5.629292166003713088e-11,1.202846310960732945e-10,1.888381283441507000e-11,1.822303502255403069e-08,1.196174809444311102e-12,2.105503922474611133e-16,6.904171627230661374e-11,3.099523516105819066e-14,7.971561836167344040e-13,1.916229953420177441e-13,2.488658140451384192e-14,6.597175683777764490e-13,7.347719111582347427e-14,7.246720845770234787e-01,0.000000000000000000e+00,6.695014647534540142e-08,4.266470766362429751e-05,1.117351649372223688e-06,1.836336279781587130e-05
1.530878293523764796e+03,1.590899217254765681e+05,1.456091161738223144e-03,2.968454541218824388e-06,1.278847341630596075e-05,1.603188363092852564e-01,4.352189290689542086e-05,4.065114669075689524e-02,2.876518422352852453e-04,2.648228014976136869e-05,8.625376498402746091e-13,4.676604074232026099e-10,4.392373586810451475e-07,5.113934636940459102e-08,6.029442789227006973e-04,2.629775500133055624e-02,3.282596077220648750e-02,3.197966458660043542e-03,6.700928469222385445e-06,3.371809529355341596e-03,3.251910321994888061e-07,8.326975594252098440e-06,2.612218248221592613e-04,2.129552970237877859e-09,1.030975275485135464e-04,2.395516052153555610e-06,3.220036559374939503e-03,2.900488686938397064e-05,1.631384939226833940e-03,1.577822412220159471e-06,8.895892246888341447e-04,2.304732471315948248e-07,3.154692609574655220e-12,3.940360463047162051e-12,6.568516716041157462e-13,2.247783786835738936e-12,1.476920083915394597e-10,5.160950073909923265e-10,4.005160183800296555e-11,2.867895888307276128e-08,4.653589381560853920e-12,4.226345347368594888e-15,4.506285397064740124e-10,3.727480117934250024e-13,5.516919590013678337e-12,1.444588994762670848e-12,2.225156988495435187e-13,4.352380392808287290e-12,7.500144186214684095e-13,7.246720774303014867e-01,0.000000000000000000e+00,1.423794463041356340e-07,4.063796723748547610e-05,2.154166272798556936e-06,3.465020628743877950e-05
1.619880430637132122e+03,1.692371630635058100e+05,1.747074339411575387e-03,6.444946183614781001e-06,2.735612374096624505e-05,1.498506623841278085e-01,8.864039278813442050e-05,4.766946435456877879e-02,2.997930446691232935e-04,1.668480579300390403e-05,1.479399094347030389e-11,3.517889912995067918e-09,1.437521877332149415e-06,1.629619953541729654e-07,9.526083613478147048e-04,2.178245192853648510e-02,3.895732377477418434e-02,4.338374557823512084e-03,1.243950489667555880e-05,2.841714947035609180e-03,7.548427073212976766e-07,1.059543338088150950e-05,2.209637649440419655e-04,1.230945257084789032e-08,2.144572219066208829e-04,6.719719552532736288e-06,3.518716621680190691e-03,4.391506331840116330e-05,1.384822081430133649e-03,5.368748007982868364e-06,1.235541601494257553e-03,6.290299452203161556e-07,2.852016941192057705e-11,1.597690957870580770e-11,2.669351994225432024e-12,7.288181622106492611e-12,3.745186908467517279e-10,2.199965654951960642e-09,8.201322119954949158e-11,4.200579601538052374e-08,1.552386604665055416e-11,7.402713387877108688e-14,2.676495064771424199e-09,3.833206059687060175e-12,3.393969271047677388e-11,1.014497201936522961e-11,1.758041805766436274e-12,2.830465820002390347e-11,6.844042293907789446e-12,7.246720666947267242e-01,0.000000000000000000e+00,2.543754449187983123e-07,3.080452765489485320e-05,3.858641961322001118e-06,5.783434638511702309e-05
1.708982629353082075e+03,1.795338364459496806e+05,2.032339254526329027e-03,1.347999812344399580e-05,5.525208437951020026e-05,1.391837673220283067e-01,1.757262641281693324e-04,5.465501500043091349e-02,2.978531607900053836e-04,1.145770665797087034e-05,2.101286881393074461e-10,2.267584787996082523e-08,4.182854072104840290e-06,4.701905895590890958e-07,1.378707426029702685e-03,1.746587916346359695e-02,4.516901048758877740e-02,5.670278070527809237e-03,2.127100342892586490e-05,2.331700629061984713e-03,1.642171704907335321e-06,1.223949207626104617e-05,1.746796806395562579e-04,5.895494041760959828e-08,3.978019294537307586e-04,1.598674683600694973e-05,3.495530167476528036e-03,5.714255663544656700e-05,1.035820502015925154e-03,1.560067479731824249e-05,1.544651595875841258e-03,1.495567776142447989e-06,2.155579530110015838e-10,5.991158610533730308e-11,9.909897077183250269e-12,2.069065632256972247e-11,9.014450135960439730e-10,8.814292122466127020e-09,1.576824340278101883e-10,5.722983672211386254e-08,4.617991082038241786e-11,1.060219261568461827e-12,1.381659023177081682e-08,3.144424487065909075e-11,1.759317573106453331e-10,6.205012349675675907e-11,1.185231463042718598e-11,1.663350080293769622e-10,5.245390694851413689e-11,7.246720471609573444e-01,0.000000000000000000e+00,3.650618555584529715e-07,1.837545024822863327e-05,6.193219558687405628e-06,8.387379203689397146e-05
1.796606892181899639e+03,1.897788794717085257e+05,2.290952141300877862e-03,2.654307584341731763e-05,1.048517856532049311e-04,1.285441095655933952e-01,3.343829278753744465e-04,6.141817677680554144e-02,2.838537602641954378e-04,8.792081777219978194e-06,2.260145523729123550e-09,1.173023743477284461e-07,1.039624974060811894e-05,1.184412845385815831e-06,1.791049425510960521e-03,1.352561746523081587e-02,5.132813932636347970e-02,7.166640787243864011e-03,3.368864401480817727e-05,1.902819357019563257e-03,3.288296574545028423e-06,1.266607472257646452e-05,1.307455051108297726e-04,2.252366162000787415e-07,6.400566456760062176e-04,3.127382360717936778e-05,3.118875599895129785e-03,6.187237415284842646e-05,6.674012877928939833e-04,3.701068154587977739e-05,1.728564132062257539e-03,3.026284304731808474e-06,1.297881936821990727e-09,2.167899658934830752e-10,3.534865234561094592e-11,5.391009714662142344e-11,2.012585626725144959e-09,3.133449275747310231e-08,2.763068006193897032e-10,7.299009430697259231e-08,1.300038844351162696e-10,1.147948400594702285e-11,5.879950738929315505e-08,1.917942826974054556e-10,7.251071523961646106e-10,3.042511551074109897e-10,6.499873973854043975e-11,8.171743628415959456e-10,3.185301478418671511e-10,7.246720000212356627e-01,0.000000000000000000e+00,4.034901172215209495e-07,8.603578555260222408e-06,8.626530192599945551e-06,1.038735118906043399e-04
1.885350885964544887e+03,2.002503945853458717e+05,2.512200455669888997e-03,4.989860791643914147e-05,1.930280788984272702e-04,1.176332086221894974e-01,6.209492195077594969e-04,6.811868765255629787e-02,2.583154939202070982e-04,7.180801838147232143e-06,1.915701729929217954e-08,4.983823403701818378e-07,2.225953153248179796e-05,2.629710355849629075e-06,2.079965190074837406e-03,9.917263927274050025e-03,5.758624570298363776e-02,8.862319762289027486e-03,5.067114026851354342e-05,1.546190853073670752e-03,6.076706919619718941e-06,1.160206473528047710e-05,9.201498056286728925e-05,7.115615961614708631e-07,8.984011047264102217e-04,5.074589802287015993e-05,2.459815714530478800e-03,5.446458833508393757e-05,3.549899407280951392e-04,7.242581214869548854e-05,1.736188887923430799e-03,5.316382676462670449e-06,6.509496888809291201e-09,8.014760280869690610e-10,1.290585275110747831e-10,1.409498995436113258e-10,4.250146020809627740e-09,1.012895062317569598e-07,4.451604920126222498e-10,8.894925179271800033e-08,3.727518420162286591e-10,9.925053896624579723e-11,2.125958385571422751e-07,8.953880988560648002e-10,2.426420432845778035e-09,1.221311783215504637e-09,3.031426728181437588e-10,3.470203258940551120e-09,1.615676072439802941e-09,7.246718660345337071e-01,0.000000000000000000e+00,3.292912061714055738e-07,3.008724631870429455e-06,1.035804886253182168e-05,1.097264530359361303e-04
