phi,T (K),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,C(gr)
0.95306122448979602,2191.8138912936552,0.0019176837013187968,0.00023616258235176113,0.00025979776361495684,0.010215003271902756,0.0030239320098734749,0.17845420697099842,7.966806153494405e-07,6.0174215183106599e-08,4.0329681017784968e-18,4.932586044187506e-19,1.2513968147803129e-18,7.3561319129889106e-20,7.0783305781003296e-18,3.014036365245401e-18,0.0048580673306718343,0.08614314044210189,2.7578913162489146e-10,3.7820662729964039e-12,7.9316256237606659e-18,1.2355419915269717e-19,5.7478052306376836e-19,1.8154475850492912e-25,4.3652194394609379e-23,2.2798617723782986e-28,2.131499155489167e-28,1.5959251961577893e-33,9.9864664835215382e-35,5.457279276603376e-21,6.3405679809918114e-21,5.5668030693167544e-24,9.6304608910315446e-09,1.2864892823229873e-09,4.2979405370887719e-10,1.0918506265497513e-09,4.5237716594136869e-10,0.0026165964946221949,7.4519660426236914e-07,1.3946194061859568e-07,3.3508291046121653e-08,1.5656327826463423e-14,4.1847845291967918e-12,7.8665116876511064e-19,2.1629869635589296e-22,3.1602246979410203e-17,4.1074195710274732e-13,1.5262683286220985e-10,6.7891025451857318e-12,0.71672382530042678,0.0,1.2728148147146028e-49,7.5296890996072575e-51,1.8121158998473558e-26,3.0671136110464808e-27,0.0
1.0183673469387755,2231.99096177411,0.0046688309694433699,0.00046248276585074188,0.00018543216891679943,0.0031257193228257478,0.0027066307994677175,0.18701487938223318,3.8275547161635412e-07,3.8828573100058158e-08,3.9318193817432036e-17,6.6215538597187969e-18,2.1215638533793723e-17,1.293311517126126e-18,1.4645694393539816e-16,7.8126392617296365e-17,0.011442677744572105,0.085191582068146213,1.1740932412148965e-09,2.1556679738041623e-11,7.728480143535514e-17,1.2411447984265074e-18,7.213886715506143e-18,1.1300394168374904e-23,3.0246553482905034e-21,2.6190627998337181e-26,2.9810245280817103e-26,3.7006934104890574e-31,2.9500451642299821e-32,1.2715114457843763e-19,1.8414541047861267e-19,1.8438635889229816e-22,1.5474721507252084e-08,2.8484650663361726e-09,1.2530721919790244e-09,3.9027981537030085e-09,8.9528109512206958e-10,0.0015797826214388228,2.3512307788293258e-07,8.3674093943494361e-08,3.1988072368937666e-08,1.1467972220466322e-13,3.5302223261890643e-11,1.1549247350565644e-17,2.5341856500485539e-21,1.5378072438173312e-16,1.6547348300135763e-12,5.5647626346499673e-10,2.0414746138480268e-11,0.71279289878871721,0.0,3.3574676151939498e-46,2.5264218395420524e-47,8.7620890466711444e-25,1.9099697878799258e-25,0.0
1.0836734693877552,2219.7383721587144,0.010637022487211632,0.00065518285938868188,7.2698319110639281e-05,0.00055455281009522911,0.0017020809793993181,0.19258009868257825,1.0179420928734424e-07,1.6225035654020502e-08,1.4871602625686891e-16,3.9057149578803086e-17,2.0030208278091417e-16,1.2077487161275207e-17,2.2360873846629802e-15,1.9137918198080847e-15,0.023278235520595079,0.078919688099627711,3.4318116490690968e-09,9.9093277950716898e-11,5.1908489066356066e-16,8.259886421643215e-18,7.7092474477257805e-17,3.1219331651344749e-22,1.3892842881055781e-19,1.7740034055449737e-24,3.2677349611785277e-24,5.9820100584608604e-29,7.6125786839218885e-30,1.6559642810243063e-18,3.8537093935295681e-18,3.7089321900243143e-21,1.3434220359583991e-08,3.8555649676601069e-09,2.6808463815248284e-09,1.3484317689291585e-08,1.242725979732869e-09,0.0006457888213787324,4.0976630491144237e-08,3.3974588821266528e-08,1.9559592745646161e-08,4.6871082072715563e-13,2.3744101293124546e-10,1.1288885735701529e-16,1.530706297429144e-20,4.2804507927099088e-16,4.8755550883291745e-12,1.6896163025068239e-09,3.8253984426005256e-11,0.7088652128662094,0.0,5.7201343265502402e-43,6.8744586033913853e-44,2.7006350154550223e-23,9.3669803743961419e-24,0.0
1.1489795918367347,2176.1341602058792,0.019553504371274996,0.00069759590241790729,2.3341531540380093e-05,9.8521389061309957e-05,0.00093458134421681529,0.19501728880540672,2.4158623982901598e-08,6.1071761223669989e-09,2.2674693619194274e-16,9.1897877562485376e-17,7.9973620372028504e-16,4.6331951183171389e-17,1.5732064039689811e-14,2.3056641302544225e-14,0.036886372880550113,0.070807100918381119,6.2230841486505575e-09,2.8599954989760528e-10,1.8226364982065072e-15,2.8049094395829679e-17,4.4953968771674659e-16,2.4947908243942493e-21,2.1644402093896253e-18,3.4775282152088566e-23,1.1318320103722348e-22,2.606949867469821e-27,5.576746927664594e-28,8.4997567437756309e-18,3.4055894392150488e-17,2.8368394459460494e-20,7.9931016895665114e-09,3.5371210541877824e-09,3.9864775284154599e-09,3.5155538947796627e-08,1.2719429976378763e-09,0.00024576746056900967,6.9414951707495475e-09,1.2840242528965928e-08,9.8683878539112092e-09,9.6497259274036382e-13,9.1807571258985392e-10,5.2069447249810463e-16,4.0679421139319213e-20,6.6091339516177674e-16,9.2641873194963247e-12,3.5829034123370505e-09,4.5708249757644806e-11,0.70472422940648383,0.0,1.5190096910036094e-40,3.0738964344287456e-41,2.9892055119610388e-22,1.7220926350462475e-22,0.0
1.2142857142857144,2125.2087796506557,0.030349724137459354,0.00064668178323548284,7.7816078966274151e-06,2.1307259547546901e-05,0.00051566893173560051,0.19531331261248616,6.3994341480522843e-09,2.4429046319702934e-09,2.1782353187922919e-16,1.2893403607297625e-16,1.8394833192539193e-15,1.0149892245816918e-16,6.2143977872951141e-14,1.5111156463909476e-13,0.049586950316831753,0.063535204257177041,8.4844286277063693e-09,5.9146791873208594e-10,4.1188295959125251e-15,6.0869450992017577e-17,1.6229199156615048e-15,8.9512160637873854e-21,1.508583769682033e-17,2.7592867150980522e-22,1.5474713551648041e-21,4.0580424781718404e-26,1.407569282493276e-26,2.3728994739529621e-17,1.5872475410745105e-16,1.1088312940149218e-19,4.2416084642159427e-09,2.738071100797648e-09,4.7854878806602141e-09,7.2023272539201709e-08,1.1270635942653267e-09,0.00010096069200270421,1.4190114540873588e-09,5.2406813083978417e-09,4.9213565675006513e-09,1.3391969676952285e-12,2.3648961295787061e-09,1.4309519459404085e-15,6.6437750111650662e-20,7.420642345035581e-16,1.3394456682118705e-11,5.9236275816790531e-09,4.3631225324238849e-11,0.70050842068785124,0.0,9.1339773434923398e-39,3.0033042701021337e-39,1.577451535016805e-21,1.4522014141583875e-21,0.0
1.2795918367346939,2073.3946953329287,0.042498749013652741,0.00055800309795503683,2.7258324098600149e-06,5.3257066622752759e-06,0.00028954603547474088,0.19404767050556435,1.8596131011288477e-09,1.0320693079290565e-09,1.6520704791842446e-16,1.371909052236064e-16,3.1056849196160199e-15,1.6267620247650497e-16,1.7503899288028689e-13,6.8474222896571402e-13,0.060980835444439531,0.057504343824843214,9.9169189912782202e-09,1.0101440186896238e-09,7.2396297660859559e-15,1.0249092249872187e-16,4.4051722943667412e-15,2.057251243304636e-20,6.5967996668054957e-17,1.2972008497381423e-21,1.2180468039352385e-20,3.4348674838905638e-25,1.8693915402812524e-25,4.724942874548948e-17,5.1159752228513837e-16,2.9624544788982301e-19,2.1560318739208153e-09,1.9496646192181319e-09,5.0969252192909035e-09,1.2710483606063643e-07,9.2774070876902394e-10,4.4220750544525124e-05,3.3423787853633223e-10,2.2820860748508237e-09,2.4835015858025723e-09,1.5052826069636544e-12,4.8180245774141743e-09,2.9246675265479343e-15,8.3270331370405387e-20,7.057050215285524e-16,1.6681651954895807e-11,8.5152081137449201e-09,3.726453435564208e-11,0.69630042252130264,0.0,2.2745713480264516e-37,1.1761331917576102e-37,5.4355813184965864e-21,7.7302615936762278e-21,0.0
1.3448979591836736,2022.1965640292697,0.055662903587460538,0.0004600195041719049,9.8696815545742493e-07,1.4621748845124601e-06,0.00016444508025508279,0.19159206161493816,5.7389046155270843e-10,4.5156662553368021e-10,1.084691716954489e-16,1.2305974585211406e-16,4.3237777698119504e-15,2.1456974841757567e-16,3.9864949561812681e-13,2.4578752492957196e-12,0.071190025311049898,0.052593706341776326,1.055696864280996e-08,1.5328681007959969e-09,1.0880154998516633e-14,1.4735433613165684e-16,9.9949315377666028e-15,3.5950425598771447e-20,2.1613095480331131e-16,4.4037957351799868e-21,6.7898410676693486e-20,1.9847871315390571e-24,1.6580999222872895e-24,7.6582686352777779e-17,1.314659514184774e-15,6.266418984561468e-19,1.0678022623607357e-09,1.316887474892705e-09,5.0273149851667777e-09,2.0360920439940015e-07,7.2881394383180734e-10,2.0198715960663889e-05,8.63326266977565e-11,1.0370641198479945e-09,1.2637787001448165e-09,1.4875425803936264e-12,8.4888424794819869e-09,4.9698195877141793e-15,8.8643244422789839e-20,6.0697261979469067e-16,1.8978967211300699e-11,1.1246763932814006e-08,2.9819363504964206e-11,0.69212697805348589,0.0,3.2622216600706304e-36,2.5954224534964214e-36,1.4391476542320689e-20,3.0913327131715632e-20,0.0
1.4102040816326531,1972.0089086017449,0.069578829902601558,0.00036678419569548861,3.6419162380348915e-07,4.2659955383100157e-07,9.3889814398784801e-05,0.18822836321162767,1.8382431776244062e-10,2.017281985989044e-10,6.4386502282469656e-17,9.8055498379061363e-17,5.2731422876233458e-15,2.4751428508054149e-16,7.8597425412885291e-13,7.5426971178989429e-12,0.080412504847841251,0.048606462229566848,1.0553268937729271e-08,2.1495015639943588e-09,1.4700759387059323e-14,1.9026860472717745e-16,2.0098444654375144e-14,5.2204001327101115e-20,5.8384234586584851e-16,1.2008091432364252e-20,3.0047024726361446e-19,8.8708020709295693e-24,1.1220110367074736e-23,1.0821204722150263e-16,2.9078079932803729e-15,1.1344291394396156e-18,5.1759364687576932e-10,8.5514377385366991e-10,4.6938674662460246e-09,3.0500141525184983e-07,5.5324524384272422e-10,9.4718108372706998e-06,2.366618272742308e-11,4.8417843923330206e-10,6.4496699646369077e-10,1.3461819957293925e-12,1.357084134081556e-08,7.4492960381120221e-15,8.4357239816241366e-20,4.8746383405211315e-16,2.0328616291680206e-11,1.4052693268889034e-08,2.284147944409779e-11,0.6879968858205654,0.0,3.2313797593936169e-35,3.9020721437047719e-35,3.1949009708627019e-20,1.0219070664325544e-19,0.0
1.4755102040816328,1922.9201858625775,0.084039333571416491,0.00028471042206887337,1.3551779080881799e-07,1.2938471254341852e-07,5.3634481975949191e-05,0.18417493683550379,6.0155971738790221e-11,9.1107698490839074e-11,3.5364895892918391e-17,7.1459843380991266e-17,5.834081328591881e-15,2.5860930079788188e-16,1.3972881512821808e-12,2.0732411950695223e-11,0.088832686651846196,0.045359326793995861,1.0078359975217694e-08,2.8505341073721266e-09,1.8392207541023173e-14,2.2726096802866612e-16,3.7107136172939468e-14,6.6294385502261641e-20,1.3762255052447665e-15,2.8009437540757275e-20,1.1307016727437331e-18,3.3056115774029224e-23,6.2804616378353902e-23,1.3865837221177793e-16,5.7918974601594293e-15,1.8393451301260841e-18,2.4576288689297705e-10,5.3751145368920153e-10,4.2015201586487211e-09,4.3520589622804401e-07,4.0851575140060185e-10,4.51071951567432e-06,6.7358103893917632e-12,2.2973671372196438e-10,3.2858949553279228e-10,1.1412495824693589e-12,2.0251966649016967e-08,1.0197575084214576e-14,7.3876604439522254e-20,3.7198789402598061e-16,2.0853591979110019e-11,1.6894836396874965e-08,1.6937107386530636e-11,0.68391301798864901,0.0,2.4661566543698321e-34,4.4848832131317724e-34,6.261437342303652e-20,2.9573896924960798e-19,0.0
1.5408163265306125,1874.9234204798586,0.098884885495930594,0.00021599661583312829,5.0449536640031961e-08,4.0168742708092006e-08,3.0542583702247649e-05,0.17959897670400904,1.9884983692859206e-11,4.1303883796296288e-11,1.8217497529940301e-17,4.8479124380710618e-17,5.9854470451011241e-15,2.501556095938244e-16,2.299429940237778e-12,5.2624351391378994e-11,0.096602830786209667,0.042701141131709919,9.2915320175491589e-09,3.6278142455014814e-09,2.1708453597639369e-14,2.5582084714301478e-16,6.4361386112018684e-14,7.6004239172350416e-20,2.935077566345394e-15,5.8181865483341454e-20,3.783047417386865e-18,1.078133315528022e-22,3.0657847777399876e-22,1.6510464086675509e-16,1.0692044640791613e-14,2.7485875745071619e-18,1.1425899390739042e-10,3.2826793115831727e-10,3.6344164249232836e-09,5.9884732849047616e-07,2.9455669232338098e-10,2.1646018177254995e-06,1.9599708585543059e-12,1.0992673366942442e-10,1.6649521332577665e-10,9.1887056944738255e-13,2.8726567341553291e-08,1.3033746442587028e-14,6.0607683016585701e-20,2.7253453728634687e-16,2.0703976228834787e-11,1.9752218390847525e-08,1.2234205185184467e-11,0.67987607776615622,0.0,1.5566431252832276e-33,4.2482423704666847e-33,1.1193912063815663e-19,7.7752713280136322e-19,0.0
